Type,Literal meaning,Figurative sentence
Sarcasm,"I love my wife, and it will never be different.",I love my wife and I always will.
Sarcasm,Lan has almost limitless finances and is smart.,"Well, lan has nearly unlimited resources. And he's smart."
Sarcasm,Today is a festival day.,Today is a welcome day.
Sarcasm,You've been so unbelievably kind to her.,You've been so incredibly kind to her...
Sarcasm,"Well, it was very strange. Unusual.","Well, it was really quite extraordinary, very unusual."
Sarcasm,The murderer was terribly presumptuous.,The killer was so bold.
Sarcasm,I thought they stopped making this.,"Cool, I thought they'd stopped making them."
Sarcasm,As he did his daughter.,"Just like your daughter. Oh, yeah."
Sarcasm,We stay because Anatevka is our home.,"Well, it's just 'cause Anatevka's our home!"
Sarcasm,"When you're working here long enough, all the sickest things you can imagine are another day in the office.","You work here long enough, and the kinkiest things you could ever imagine are just another day at the office."
Sarcasm,"I guess I was mistaken, but it looked like a sack full of presents.","Maybe I'm wrong, but it sure looks like a bag of gifts. Ohh!"
Sarcasm,Life is so unnerving for a servant who's not serving,Life is so carefree For a waiter who doesn't serve
Sarcasm,All of it is right here.,"Oh, it's all right here."
Sarcasm,"He's an unusual strategist, one of the officers said.","An admirable strategy, said one of the officers."
Sarcasm,"A F and a C, doubly?","F and C, double time?"
Sarcasm,And you're bragging about that?,And you're proud of that?
Sarcasm,I liked it very much.,I loved it tonight.
Sarcasm,"Yes, and I don't mind.","Yes, and I'm good with that."
Sarcasm,"It is great to see a young person showing some initiative, although it will have no bearing on this process.",Excellent... it's wonderful to see a young person expressing any activity... even though it will have no impact on the trial.
Sarcasm,There is a large pay-off in taking decisive policy action.,Policy decisiveness pays very well.
Sarcasm,"I can't believe it, such a fluke!",I can't believe so much coincidence
Sarcasm,I happen to like my stuff.,I love my stuff.
Sarcasm,I'll make big games out of them.,I'll make them great.
Sarcasm,"I know, but I like to push myself.",I know. I love to put pressure on myself.
Sarcasm,"I wanted to talk to your father first, but I was anxious.","I wanted to ask your dad first, but I couldn't wait."
Sarcasm,"When asked, you have eleven daughters and five sons.","If anyone asks, you have 11 daughters and five sons. Hi!"
Sarcasm,"I never tired of his body, and I loved him without exception.","I never get enough of his body, and I love it without restraint."
Sarcasm,The ride here had been surreal.,Your trip down here was absolutely sur-real.
Sarcasm,"So, what is that odd procedure?",So what's the special way?
Sarcasm,"Damn it, Lynette, you're the most powerful person I know.","Hell, lynette, you--you are the strongest person I know."
Sarcasm,What are your dislikes?,What don't you love?
Sarcasm,That mission means a lot to you.,"The mission means a great deal to you, doesn't it?"
Sarcasm,"Listen, Adrian. I've got to be honest.","Listen, Adrian, it's an honor."
Sarcasm,"You have to go, Zack, in three seconds, geniuses became idiots.","Way to go, Zack-- we went from geniuses to idiots in three seconds."
Sarcasm,I told you she'd be ready.,Told you she's gonna be ready.
Sarcasm,That's not enough for you yet?,Hasn't that been enough for y'all yet?
Sarcasm,Like there's not enough opportunities in life for me to embarrass myself.,"As if I've never had the chance to embarrass myself in my life, you'll have fun."
Sarcasm,A strange way of finding out your brother is in town.,Nice way to find out your brother's in town.
Sarcasm,"Strangest thing, but in this light, you remind me an awful lot of your father-in-law.","Funny, but in that light, you really remind me a lot of your brother-in-law!"
Sarcasm,I cannot thank you enough for getting Danielle interested in history.,I can't thank you enough for stirring up an interest in history in Danielle.
Sarcasm,So you've been here a week... ...and what's your least favourite part so far?,So you've only been with us for the week... ...and what's so far the least you like?
Sarcasm,The proportion of the girls to the boys tells us a lot.,Well the girl-to-boy ratio gives us a good clue.
Sarcasm,"You've had enough, and I wanted you to feel loved and surrounded by everyone in this room.","Well, you've been through so much, and I wanted you to feel loved and embraced by all the people in this room."
Sarcasm,That fish was going to pay for my new roof.,"The fish was supposed to buy me a new roof. well, that's great."
Sarcasm,I really do like that girl.,I really like this woman.
Sarcasm,We're not all okay?,Aren't we all good?
Sarcasm,"Very long training, expensive.","Long education, dear ones."
Sarcasm,I see you're already eliminating candidates.,"I can see that you are breaking in the candidates, that's good."
Sarcasm,"They had been close all these years, almost as twins, and were comfortable together even now.","They had been so close for so many years, almost like twins, and it was good to be close now."
Sarcasm,"Well, that's been a dramatic few weeks, Miller.","It's been a spectacular couple of weeks, Miller."
Sarcasm,I looked the other way when my wig-based parent company turned a bunch of children orange.,I missed when my wig parent company let couple kids turn orange.
Sarcasm,"I don't mean to drink it, I just wanted you to pay for it.","I have no intention of drinking it. I want you to pay for it. Oh, you're so mature."
Sarcasm,But I can wait until the class is over.,But I can't wait for class to end.
Sarcasm,"And, again, I am so sorry about all this.","And, once more,I'm so sorry for all of that."
Sarcasm,We have nothing to wait for.,We can't wait any longer.
Sarcasm,"You can be Babe Ruth-built, but you play like Dr. Ruth.","I mean, you may be built like Babe Ruth, but you play like Dr. Ruth. Ha-ha!"
Sarcasm,"You are too generous, in everything.","Thank you, you're very generous, about everything."
Sarcasm,Two months is more than fair.,Two months is a fair thing.
Sarcasm,Your husband has taken care of a serious campaign.,Your husband runs a great campaign.
Sarcasm,"The effect of the scene was reinforced by the fact that the whole 300-year-old structure was firmly in place, with no repulsor support.","An impressive achievement, made all the more so by the fact that the entire three-hundred-year-old structure was held solidly in place without any repulsorlift support whatsoever."
Sarcasm,"Mary-Kate, Ashley, you need to mind your own business.","Mary-Kate, Ashley, get a life. Thank you."
Sarcasm,It's strange how history turns on the smallest decision.,It's funny how history can change with small decisions.
Sarcasm,"Okay, we got a terrible line of herbal accessories.","Well, sir, we've got a terrific line of herbal supplements."
Sarcasm,Forgive me for the indecency.,Excuse me for getting so familiar.
Sarcasm,"I couldn't stand to be waiting, especially for a bride like yourself.","I couldn't wait two years for anything, particularly a bride like you."
Sarcasm,"No, it does not excite me.","No,it doesn't excite me.It's a pleasure."
Sarcasm,I feel a little like Alice in Wonderland.,I'm feeling kinda like Alenka in Wonderland.
Sarcasm,And you are only one of many.,And you're just one of so much.
Sarcasm,"Unfortunately, in order to purchase a sweet ride like this, it necessitated me to sell off my entire prehistoric fossil collection and my DS-9 action figures.","But to buy such a sweet cart, unfortunately, I had to sell my entire prehistoric collection of fossils and my DM-9 action figures, but I've got a feeling it was worth it."
Sarcasm,Give it up for Cold Splash!,"Please welcome ""Cold Splash""!"
Sarcasm,Boys like to grab her by the butt.,The guys love clutching her butt.
Sarcasm,I feel better when we talk about it.,It does feel nice to talk about it.
Sarcasm,I wish it were always night.,I'd like it to be always night!
Sarcasm,I would like to hear it in court.,I'd love to hear that in a court of law.
Sarcasm,Levison won't be waiting to sleep with Levy.,Levison can't wait to get in bed with Levy.
Sarcasm,"If the Borg know everything he knows, it's time to throw that book away.","If the Borg know all he know, now'd be a good time to throw the book out."
Sarcasm,We want you to be congratulated on your address.,We'd love to congratulate you on your speech.
Sarcasm,Those are very challenging observations you made. Randall.,"Those were very stimulating observations, Randall."
Sarcasm,"Milt and I were married for 39 years, until his death in 1989.","Milton and I had 39 wonderful years, all the way back to his death in '89."
Sarcasm,"You see different planets, that is.","You can see other planets, wow."
Sarcasm,"It happened so fast, I was in shock,","Well, it happened so fast, I guess I was stunned."
Sarcasm,He's an assassin pig!,She's a killer pig!
Sarcasm,I'm upset to learn that two of my former students have been murdered.,"Well, I'm a little excited about finding out that my two ex-students were murdered."
Sarcasm,I don't believe that you could've ever loved me like that.,I can't believe you could love me like this.
Sarcasm,And we need to make sure nobody ever finds him.,And we must make sure that no one ever finds it. It's beautiful.
Sarcasm,I learned your lesson well.,Your lesson well learned.
Sarcasm,"Dixon, this is unreal.","Dixon, this is so unbelievable."
Sarcasm,"Oh, that's Olive Kaplan's C.T.A., an incredibly diminishing child.",This is Olive Kaplan's C.T. scan-- the incredible shrinking baby.
Sarcasm,The shame is too much. I've failed her.,"The shame is great, I let her down."
Sarcasm,"Lily, this film is an apparition.","Lily, this movie is a revelation."
Sarcasm,"Kyle Yates, the sixth victim, just died.","Uh-huh. Kyle Yates, sixth person shot, just passed away."
Sarcasm,"Okay. Well, then, I'm sorry to have bothered you.","Okay, so sorry for bothering you."
Sarcasm,It was quite to be believed.,The story was actually pretty believable.
Sarcasm,And I'm sorry for all that you've been through.,And so sorry for everything you've had to go through.
